ESR,ESL,IntOblR,IntOblL,LatR,LatL,AbsR,AbsL,ExtOblR,ExtOblL
0.017357,-0.010567,0.029841,0.024256,0.008487,0.00356,-0.030278,0.021299,0.006845,0.042653
0.008816,-0.010567,0.025242,0.026556,0.017686,0.006188,-0.032249,0.020642,0.0167,0.040025
0.000274,-0.016151,0.024256,0.026884,0.016043,0.00126,-0.032249,0.021299,0.014401,0.054808
-0.00761,-0.017137,0.024913,0.027541,0.014401,0.001588,-0.03192,0.023928,0.041996,0.031155
-0.007282,-0.014837,0.016372,0.025899,0.00783,-0.00104,-0.032577,0.024256,0.02787,0.061378
-0.006953,-0.01648,0.019985,0.029841,0.016043,-0.010567,-0.030606,0.021628,0.025242,0.046924
-0.017794,-0.01418,0.019985,0.023928,0.007502,-0.001368,-0.030935,0.021956,0.030498,0.044296
0.001917,-0.022393,0.021299,0.021628,0.005859,-0.000711,-0.026993,0.0167,0.015386,0.033783
0.004874,-0.007939,0.019985,0.020314,0.005531,-0.000711,-0.028635,0.024913,0.047581,0.021299
0.009473,-0.005639,0.018671,0.026556,-0.005967,0.00126,-0.028635,0.02557,0.013415,0.027541
0.009473,-0.006296,0.0167,0.023599,0.005859,-0.00531,-0.028307,0.024913,0.020971,0.027213
0.014072,-0.00761,0.014401,0.026556,0.003888,-0.003339,-0.027321,0.028198,0.010787,0.017686
0.007173,-0.00761,0.0167,0.024585,0.005531,-0.003339,-0.029621,0.022613,0.004874,0.011115
0.010458,-0.015494,0.017686,0.025242,0.004545,-0.000711,-0.026007,0.018671,0.002245,-0.008596
0.00783,-0.006624,0.019328,0.028198,-0.006624,0.001588,-0.026664,0.02327,-0.004653,0.002902
0.008159,-0.007282,0.0167,0.024256,0.004874,-0.00104,-0.024036,0.022613,-0.001368,0.00126
0.005531,-0.004982,0.015386,0.02557,0.004874,-0.000711,-0.029292,0.026556,0.018014,0.004217
0.014729,-0.002354,0.015715,0.02557,0.004545,-5.4e-05,-0.023707,0.026227,0.010458,-0.005639
0.009473,-0.003996,0.019328,0.022942,0.00356,-0.000383,-0.026335,0.025899,0.018343,-0.020422
0.008816,-0.004325,0.012758,0.019657,0.000274,0.00356,-0.028307,0.02557,0.018014,0.007173
0.007502,-0.003996,0.014072,0.024256,0.000603,-0.006624,-0.027321,0.021956,0.012429,-0.003339
0.004217,-0.00104,0.009473,0.024256,-0.003996,-0.00104,-0.032249,0.028855,0.017357,0.011115
0.003888,-0.001368,0.012429,0.02327,-0.003011,-0.00104,-0.031592,0.022942,-0.00104,0.008816
0.00126,-0.004982,0.014401,0.020971,-0.002682,0.00126,-0.036191,0.022942,0.024585,-0.000383
0.000603,-0.006953,0.015058,0.025242,-0.003339,-5.4e-05,-0.033234,0.02327,0.029841,0.031155
0.006845,-0.006624,0.016372,0.025242,0.007502,-0.00104,-0.031263,0.022613,0.027541,0.026227
0.007173,-0.006296,0.014401,0.024256,0.00783,0.00126,-0.030606,0.016372,0.020642,0.018014
0.000931,-0.00104,0.017029,0.02327,0.00783,-0.000711,-0.032906,0.023928,0.02557,0.026884
0.005202,-0.006953,0.010787,0.020971,0.008487,0.00126,-0.029949,0.022942,0.038382,0.039039
0.006188,-0.006296,0.012101,0.026227,0.00783,-0.001697,-0.030935,0.023599,0.031483,0.039039
0.012758,-0.008924,0.014401,0.027213,0.009801,0.000931,-0.032249,0.02327,0.027213,0.038054
0.004545,-0.006296,0.018671,0.02557,0.010787,-0.002682,-0.031592,0.02327,0.024585,0.042981
0.004874,-0.011552,0.014072,0.029184,0.01013,-0.000711,-0.03192,0.022942,0.038382,0.020971
0.005531,-0.010238,0.015058,0.02557,0.012101,0.000274,-0.033891,0.02557,0.036411,0.042324
0.005531,-0.010895,0.013086,0.020971,0.011115,0.008816,-0.031592,0.025242,0.031812,0.054808
-5.4e-05,-0.008267,0.011444,0.022285,0.019985,0.00356,-0.024364,0.026227,0.033126,0.050866
-0.003339,0.00126,0.011772,0.022613,0.022613,0.004545,-0.026664,0.031155,0.039039,0.05875
0.004545,-0.004325,0.005859,0.021956,0.019985,0.003888,-0.028307,0.025242,0.028198,0.068934
0.002902,-0.00531,0.013744,0.024256,0.015715,0.002245,-0.029621,0.022942,0.028198,0.036083
0.003888,-0.004982,0.015715,0.021628,0.011115,0.008816,-0.029949,0.022942,0.026227,0.04331
-0.000711,-0.003996,0.015058,0.020314,0.011444,0.000931,-0.035205,0.02787,0.039696,0.046924
0.011115,-0.008267,0.016043,0.020314,0.009473,0.004545,-0.035205,0.016372,0.050866,0.041339
0.009801,0.00126,0.015058,0.023599,0.011115,0.010458,-0.030278,0.021628,0.017029,0.02327
0.007173,0.000603,0.013086,0.018343,0.022613,0.008159,-0.026007,0.024913,0.021628,0.024913
0.00356,-0.002354,0.014072,0.021956,0.014729,0.004217,-0.015166,0.029184,0.020314,0.026227
-0.002025,-0.003339,0.016043,0.022285,0.014072,0.003231,-0.02535,0.038382,0.024585,0.041339
0.007173,-0.003668,0.016372,0.02327,0.010458,0.00126,-0.022393,0.031812,0.002245,0.074848
-0.002682,-0.003996,0.014729,0.032469,0.007173,0.00126,-0.02305,0.03214,0.004874,0.019985
-0.006296,-0.008924,0.015386,0.02557,0.005531,0.005531,-0.022722,0.029841,0.010458,0.020314
-0.007282,-0.010895,0.016043,0.02787,0.006188,-0.000711,-0.018451,0.029184,0.016372,0.007502
-0.002682,-0.017466,0.018014,0.029512,0.006516,0.004217,-0.02765,0.02557,0.033126,0.006188
-0.005967,-0.012538,0.019985,0.02557,0.004874,0.006188,-0.026664,0.026884,0.029841,0.008816
-0.006953,-0.008924,0.018014,0.030498,-0.004653,0.005531,-0.026664,0.029841,-0.002354,0.00783
-0.006953,-0.011552,0.015058,0.02557,0.00783,-0.002025,-0.023707,0.029184,0.019328,0.010787
-0.013852,-0.011881,0.017029,0.027541,0.008159,0.006188,-0.026335,0.030169,0.020314,0.019657
-0.010567,-0.005639,0.017357,0.02787,0.010458,0.004545,-0.023707,0.031812,0.020971,0.023599
-0.011224,-0.015823,0.014729,0.02787,0.012101,0.002574,-0.024364,0.026556,0.05218,0.011115
-0.01648,-0.01648,0.018343,0.031483,0.008159,0.00126,-0.026993,0.024256,0.007502,0.029184
-0.019108,-0.017137,0.015386,0.02557,0.009473,-0.010895,-0.026007,0.023928,0.017029,0.027541
-0.012538,-0.022393,0.015715,0.024585,0.007173,-5.4e-05,-0.023707,0.02327,0.006188,0.020971
-0.020094,-0.023707,0.019,0.02557,0.008487,-0.008267,-0.026993,0.026556,0.002245,0.026884
-0.01648,-0.022393,0.017686,0.025242,0.010787,-0.00991,-0.028307,0.021299,0.030169,0.050209
-0.013195,-0.016151,0.018343,0.027541,-0.000711,-0.00761,-0.029949,0.020642,0.024256,0.027213
-0.010895,-0.017466,0.017029,0.023599,0.015715,-0.002354,-0.036519,0.022613,0.03444,0.045281
-0.01418,-0.020422,0.015386,0.019657,0.013744,-0.000711,-0.026664,0.022285,0.037068,0.04331
-0.006953,-0.021408,0.019328,0.019328,0.015386,-0.00531,-0.026335,0.024256,0.026884,0.046267
0.002245,-0.011224,0.025242,0.008816,0.018014,0.001917,-0.028635,0.025242,0.022285,0.066635
0.014729,-0.00531,0.023928,0.021628,0.020642,-0.003996,-0.028307,0.02327,0.026884,0.040682
0.019985,-0.002025,0.025899,0.018343,0.015715,0.007502,-0.026664,0.022942,0.031812,0.046924
0.024256,-0.003339,0.02557,0.020314,0.01013,0.005531,-0.031263,0.022942,0.020642,0.053165
0.020971,0.004874,0.019,0.021956,0.004874,0.004874,-0.029292,0.023928,0.013744,0.045281
0.00783,-5.4e-05,0.020642,0.014401,0.005859,0.007173,-0.030606,0.021956,0.032469,0.039368
-0.001697,-0.003339,0.017686,0.018343,0.006188,0.003888,-0.031263,0.022942,0.025899,0.039696
0.000274,-0.005639,0.016372,0.019657,0.010458,0.00356,-0.03422,0.022942,0.024913,0.038054
0.002245,-0.002354,0.013415,0.024585,0.008487,0.001588,-0.031592,0.029841,0.019985,0.040025
0.016372,-5.4e-05,0.00783,0.02327,0.010787,-5.4e-05,-0.026993,0.022285,0.009473,0.04988
0.019,-0.001697,0.013744,0.015715,0.009801,-0.003339,-0.027321,0.024585,0.027213,0.013744
0.013415,-0.002682,0.015058,0.022613,0.00783,-0.003668,-0.029292,0.02557,0.018014,0.013744
-0.004653,-0.007939,0.016372,0.022285,0.00783,-0.002354,-0.031263,0.027213,0.020642,0.004874
-0.013195,-0.010238,0.008487,0.023599,0.009144,-5.4e-05,-0.032249,0.022613,0.009801,0.011444
-0.014837,-0.012866,0.017686,0.026884,0.010787,0.00126,-0.03422,0.02327,0.017686,-0.022722
-0.004982,-0.007282,0.0167,0.021299,0.015386,-0.002354,-0.035534,0.020971,0.021299,0.005531
0.005859,-0.006624,0.017686,0.019985,0.014401,-0.008596,-0.031592,0.017357,0.008159,-0.002354
0.008816,-0.001697,0.020971,0.022613,0.013744,-0.007939,-0.035534,0.019985,0.002902,-0.001368
0.007173,0.00126,0.029512,0.021628,0.009473,-0.010567,-0.027978,0.021628,-0.017466,-0.006296
0.002902,-0.004653,0.022942,0.023928,0.006188,-0.007939,-0.028635,0.019985,0.015715,-0.022722
0.000274,-0.00761,0.026556,0.021299,0.004217,-0.007282,-0.029292,0.020314,0.011772,0.009801
-0.003996,-0.008596,0.022613,0.024585,0.01013,-0.015823,-0.030935,0.021628,0.011115,0.012758
-0.008267,-0.008924,0.020642,0.023599,0.004874,-0.012538,-0.030606,0.027541,0.015715,0.019328
0.000274,-0.010895,0.024256,0.020642,0.002902,-0.008924,-0.028964,0.019328,0.018671,0.017357
-5.4e-05,-0.005967,0.023928,0.021299,-0.000711,-0.009581,-0.031592,0.020642,0.022613,0.021628
-0.002354,-0.009253,0.025242,0.020642,-0.004325,-0.009253,-0.029949,0.018671,0.023599,0.025242
-0.004325,-0.009581,0.021628,0.020314,-0.002025,-0.014509,-0.023379,0.019328,0.024585,0.033454
-0.006624,-0.005967,0.019328,0.020642,0.000931,-0.008924,-0.031592,0.025899,0.018014,0.041996
0.003231,-0.002025,0.016372,0.020642,0.003888,-0.00531,-0.029621,0.020314,0.033454,0.034112
0.006845,0.000274,0.02327,0.023599,0.006188,-0.002025,-0.031263,0.022285,0.022942,0.03444
0.009144,-0.003339,0.023599,0.019657,0.00783,-0.011224,-0.027321,0.021299,0.028527,0.04101
0.000931,-0.00531,0.020314,0.021956,0.00126,-0.000711,-0.021736,0.021299,0.031155,0.047252
-0.005967,-0.014837,0.020314,0.021956,0.001917,0.005202,-0.030606,0.017686,0.028855,0.046267
-0.011552,-0.008924,0.015715,0.022942,0.006516,0.007173,-0.029292,0.020314,0.02327,0.059736
-0.013852,-0.012538,0.019657,0.020642,0.015386,0.009801,-0.028964,0.023928,0.03214,0.037725
-0.00991,-0.008596,0.020971,0.020642,0.001917,0.015386,-0.027321,0.024256,0.016372,0.050209
-0.002682,-0.005639,0.023599,0.019328,0.000274,0.005202,-0.027321,0.024913,0.024913,0.047252
0.000931,-0.008924,0.022613,0.022942,-0.003996,0.008159,-0.029949,0.021299,0.051523,0.035426
-0.003996,-0.007282,0.023599,0.021299,0.00126,0.009801,-0.029292,0.020642,0.006845,0.055137
-0.009253,-0.013852,0.019657,0.023928,0.001917,0.014729,-0.029949,0.019985,0.018014,0.028527
-0.012538,-0.018451,0.018343,0.021956,0.006516,0.016372,-0.029949,0.0167,0.005859,0.024913
-0.004325,-0.015494,0.020314,0.017357,0.004217,0.002574,-0.029621,0.014729,0.015715,0.029841
0.002902,-0.007282,0.022285,0.020314,-0.001368,-0.002354,-0.030935,0.019985,0.03444,0.015715
0.015058,-0.00531,0.02327,0.029512,-0.003339,-0.006953,-0.030606,0.018343,0.013086,0.02327
0.020642,0.000931,0.02787,0.021628,0.001588,-0.007282,-0.031263,0.019657,0.009144,0.017686
0.018343,0.000931,0.02787,0.023599,-0.005967,-0.011881,-0.028964,0.019985,0.006516,0.011115
0.021299,-0.005967,0.02557,0.023599,-0.002354,-0.006953,-0.026335,0.010787,-0.004653,-0.002354
0.002574,-0.013195,0.02557,0.021956,0.000274,-0.008267,-0.032577,0.021299,0.018014,-0.017794
-0.00104,-0.016151,0.017686,0.022613,0.002902,-0.009253,-0.029621,0.021628,0.004545,0.017029
-0.003668,-0.015494,0.018014,0.021299,0.002902,-0.007939,-0.032249,0.022942,-0.005639,0.005859
-0.00531,-0.015823,0.017029,0.024256,0.000931,-0.007282,-0.032577,0.022613,-0.009253,-0.003668
0.000274,-0.007282,0.021299,0.021956,0.00356,-0.008924,-0.029621,0.022942,-0.016808,-0.003668
0.005531,-0.009253,0.019985,0.024585,0.006516,-0.006953,-0.031592,0.018343,0.031155,-0.000383
0.006188,-0.005967,0.017357,0.028527,-0.004653,-0.00761,-0.030606,0.021956,0.012101,0.006845
0.000274,-0.007939,0.014072,0.024913,0.006845,-0.01878,-0.029621,0.021628,0.013415,0.018014
-0.003339,-0.011552,0.014729,0.021956,0.001588,-0.003011,-0.02535,0.012429,-0.000383,0.018671
-0.015166,-0.018123,0.014072,0.019328,0.002574,-0.002682,-0.031592,0.02327,0.00126,0.021628
-0.004325,-0.010567,0.022942,0.012429,0.005202,-5.4e-05,-0.029292,0.022942,0.019985,0.041667
0.006516,-0.004982,0.028198,0.027541,-0.002025,-0.00104,-0.029292,0.021956,0.019657,0.022285
0.010458,-0.001368,0.021956,0.02327,0.008816,-0.001697,-0.030606,0.025899,0.028198,0.046267
-0.001368,-0.003339,0.020971,0.021628,0.010458,-0.002025,-0.030935,0.02557,0.024913,0.047909
-0.004653,-0.009581,0.023599,0.017357,0.007502,-0.004653,-0.025021,0.026227,0.037397,0.042981
-0.007282,-0.009581,0.020314,0.021299,0.001588,-0.002354,-0.026664,0.026556,0.048566,0.030498
-0.008924,-0.007282,0.021299,0.018671,0.004545,-0.005639,-0.025021,0.02327,0.035097,0.062364
-0.008924,-0.009253,0.024256,0.020314,0.004874,-0.007282,-0.023379,0.022285,0.034769,0.058093
-0.010567,-0.010567,0.021956,0.02557,0.009473,-0.008924,-0.03192,0.024585,0.044953,0.053494
-0.006953,-0.008596,0.009473,0.028527,0.004217,-0.011552,-0.027978,0.02557,0.06105,0.051194
-0.00531,-0.011552,0.02327,0.031812,0.001917,-0.008924,-0.030278,0.026556,0.044624,0.035426
-0.003668,-0.00761,0.021299,0.027541,0.009473,-0.003668,-0.030278,0.026884,0.027541,0.053822
-0.000383,-0.009253,0.023928,0.027213,0.01013,-0.009581,-0.028964,0.023599,0.028527,0.040025
-5.4e-05,-0.017137,0.025899,0.02557,0.010787,-0.002682,-0.028964,0.017029,0.022942,0.035097
-0.009581,-0.010238,0.025899,0.026884,0.009144,-0.004325,-0.030278,0.023928,0.006188,0.03214
-0.006296,-0.011552,0.0167,0.029184,0.009144,-0.00531,-0.030606,0.020971,0.027213,0.037725
-0.005639,-0.006624,0.018671,0.025899,-0.002025,-5.4e-05,-0.030606,0.022613,0.021299,0.03214
0.002574,-0.006296,0.019985,0.022942,0.009144,0.00356,-0.032577,0.023928,0.019657,0.022285
0.00126,-0.005639,0.017686,0.024585,0.009144,0.001917,-0.030278,0.022942,0.019657,0.023928
-0.003011,-0.007282,0.024585,0.02557,0.011444,-0.00104,-0.030935,0.022942,0.014729,0.019328
-0.00531,-0.008596,0.016043,0.020314,0.014072,-0.003668,-0.029621,0.024256,0.019328,0.027213
-0.005639,-0.011552,0.017686,0.026884,0.017686,-0.00761,-0.029621,0.024585,0.009473,0.000931
-0.007282,-0.013523,0.017029,0.026556,0.015386,-0.003011,-0.021736,0.027213,0.019985,-0.003339
-0.00761,-0.019108,0.015715,0.025899,0.016043,-0.00104,-0.026664,0.024913,0.007502,0.008816
-0.00761,-0.012866,0.009801,0.024913,0.016043,-0.003011,-0.026664,0.026884,-0.003339,0.016372
-0.003668,-0.01418,0.018343,0.027541,0.015058,-0.002025,-0.024036,0.026884,0.000274,-5.4e-05
0.00126,-0.011881,0.015386,0.02327,0.017029,0.008487,-0.02535,0.025242,0.000931,0.004545
0.013744,-0.010567,0.017686,0.024256,0.018014,0.002574,-0.025678,0.024913,0.000603,0.01013
0.015386,-0.005639,0.014401,0.02787,0.013086,0.005859,-0.029621,0.027213,0.035097,0.015058
0.012429,-0.004982,0.011115,0.024913,0.015058,0.004874,-0.028635,0.026556,-0.024036,0.043638
0.009473,-0.006624,0.014401,0.024913,0.019328,0.001588,-0.026007,0.027541,0.013744,0.006516
0.003231,-0.006624,0.013086,0.02327,0.020642,0.01013,-0.02765,0.028855,0.014729,0.025242
0.004874,-0.006624,0.014729,0.021299,0.019657,-5.4e-05,-0.028307,0.029512,0.022285,0.040682
0.005531,-0.004653,0.014729,0.027213,0.013744,0.004874,-0.029292,0.027541,0.062364,0.030169
0.004217,-0.008267,0.016372,0.029841,0.009473,0.007502,-0.026993,0.028198,0.013086,0.02787
-0.002354,-0.011224,0.014729,0.023599,0.015386,0.008487,-0.026007,0.029512,0.026884,0.041996
-0.007939,-0.012538,0.012101,0.026227,0.010787,0.010458,-0.038491,0.029184,0.024585,0.05218
-0.010895,-0.010238,0.01013,0.023928,0.015386,0.004217,-0.031592,0.025899,0.040353,0.054808
-0.007939,-0.00761,0.0167,0.022942,0.018014,0.002245,-0.030606,0.024256,0.034112,0.051851
-0.001368,-0.003339,0.006188,0.031812,0.014072,0.000274,-0.028964,0.020314,0.030169,0.061378
0.00356,-0.00104,0.012758,0.022613,0.007502,0.000603,-0.027321,0.020314,0.026556,0.054808
-0.000711,-0.001368,0.015058,0.025899,0.006845,0.001588,-0.040133,0.02327,0.025899,0.058422
-0.001697,0.000603,0.019657,0.026227,0.007173,-0.001368,-0.028635,0.02787,0.04101,0.052508
-0.00104,-0.007282,0.030169,0.023599,0.006516,-0.006953,-0.028964,0.024913,0.046267,0.028855
0.001588,-0.002025,0.021299,0.021956,0.004545,-0.024364,-0.027321,0.024256,0.019657,0.058093
-0.003996,-0.004325,0.019657,0.029184,0.00356,-0.016808,-0.028964,0.022613,0.011115,0.044624
-0.009253,-0.009253,0.018671,0.020971,0.002574,-0.016151,-0.032577,0.022942,0.017029,0.041667
-0.014509,-0.021079,0.024585,0.019,0.006516,-0.012209,-0.032577,0.016043,0.009473,0.030169
-0.015823,-0.022393,0.025899,0.024585,0.009801,-0.004982,-0.03192,0.022613,0.024256,-0.000383
-0.014509,-0.01648,0.025242,0.022942,0.00356,-0.002025,-0.030935,0.019328,0.009801,0.026884
-0.012866,-0.011881,0.02557,0.021299,0.013086,-0.001368,-0.038819,0.021299,0.008816,0.022285
-0.001697,-0.00991,0.026556,0.018014,0.012758,-0.001368,-0.023379,0.011444,0.00783,0.0167
-0.005967,-0.010567,0.035754,0.018671,0.007173,-0.002354,-0.026007,0.023599,0.006516,0.011115
-0.002682,-0.009253,0.030498,0.009801,0.002245,-0.00104,-0.028964,0.022942,0.001588,0.017686
0.000603,-0.010238,0.025899,0.022613,-0.002682,0.000931,-0.030606,0.021628,0.005859,-0.002682
0.004217,-0.009581,0.027213,0.021299,-0.00761,0.000931,-0.027321,0.018343,0.002574,-0.005639
0.015058,-0.003996,0.02787,0.022942,-0.00991,-0.004653,-0.028635,0.023599,-0.003996,-0.021408
0.024256,-0.00104,0.021956,0.02327,-0.009253,-0.002354,-0.03192,0.019328,0.020642,-0.013195
0.030498,0.00356,0.035097,0.019985,-0.003996,-0.003011,-0.030935,0.022285,0.000274,-0.004982
0.023599,-0.003668,0.02787,0.021299,0.000274,-0.000711,-0.033891,0.022942,0.011444,0.001588
0.009473,-0.012538,0.026884,0.022613,0.000931,-0.003996,-0.030278,0.018014,0.007173,0.00783
-0.002025,-0.01878,0.021628,0.024585,0.000274,-0.004325,-0.033234,0.013744,0.01013,0.002574
-0.008924,-0.012209,0.008816,0.026556,-5.4e-05,-0.004982,-0.036191,0.0167,0.023928,0.019328
-0.004982,-0.013195,0.026556,0.028527,-0.001368,-0.003668,-0.034548,0.016043,0.008816,0.013744
0.002902,-0.00761,0.023599,0.022942,0.006188,-0.000383,-0.036519,0.020971,0.02557,0.030169
0.009473,-0.009253,0.023599,0.025242,0.008816,-0.002025,-0.035534,0.020314,0.017686,0.032469
0.00356,-0.022393,0.020642,0.024256,0.003231,-0.001697,-0.03192,0.013744,0.015715,0.024256
-0.007282,-0.015494,0.019985,0.029841,0.00126,-0.003668,-0.035205,0.02327,0.030169,0.016043
-0.00531,-0.01648,0.017357,0.022942,0.006188,-0.004653,-0.03192,0.022285,0.030826,0.04561
0.000274,-0.013195,0.019,0.023928,0.00356,-0.004982,-0.031263,0.022285,0.023599,0.034112
0.002245,-0.00991,0.012758,0.024585,0.007502,-0.00104,-0.030935,0.025242,0.021628,0.047581
-0.004653,-0.009253,0.015386,0.025899,0.004874,-0.004325,-0.026007,0.025899,0.029512,0.040353
-0.009253,-0.013852,0.012758,0.025242,0.003888,-0.004325,-0.031592,0.02557,0.047252,0.031155
-0.004325,-0.013852,0.019657,0.023928,0.006188,-0.004653,-0.028307,0.025242,0.032797,0.047581
-0.000711,-0.00761,0.019985,0.020642,0.001917,0.004545,-0.028964,0.024256,0.020971,0.056122
0.010787,-0.004325,0.02327,0.020971,0.006516,-0.003011,-0.029949,0.022942,0.028527,0.046595
0.011772,-0.003339,0.027213,0.020314,0.00783,-0.003668,-0.028635,0.021956,-0.000383,0.042653
0.022613,0.005859,0.024913,0.025242,0.004217,-0.003011,-0.031263,0.022285,0.02787,0.035754
0.026884,0.006188,0.024913,0.028527,-0.004325,-0.003996,-0.030606,0.020971,0.02327,0.040025
0.027213,0.004545,0.019985,0.025899,0.004545,-0.002354,-0.029621,0.02327,0.014729,0.030826
0.017357,0.002574,0.018014,0.022285,0.008816,-0.001368,-0.032249,0.02787,0.033783,0.030169
0.012101,0.000603,0.016043,0.021628,0.008487,0.003888,-0.031592,0.019,0.038382,0.026227
-0.003339,-0.004325,0.016043,0.027541,0.005202,0.006516,-0.031263,0.02327,0.008487,0.006188
-0.011881,-0.00991,0.016043,0.02327,0.001917,0.004217,-0.02765,0.020971,0.015058,0.019
-0.017137,-0.013523,0.016372,0.024913,0.004545,0.003888,-0.021408,0.02327,0.017357,0.00783
-0.021408,-0.010567,0.017029,0.025899,0.005531,0.006516,-0.031592,0.030826,0.021299,0.006845
-0.003668,-0.008596,0.012758,0.025899,0.001917,0.006188,-0.027978,0.02327,0.029841,-0.004982
0.005202,-0.00761,0.022942,0.024913,-5.4e-05,0.006845,-0.030278,0.025242,0.017029,-0.015823
0.004217,-0.010238,0.022285,0.019328,0.000931,0.011444,-0.029949,0.025899,0.015058,0.009801
-0.008267,-0.012866,0.0167,0.021956,0.006188,0.005202,-0.042104,0.024585,0.019,0.004874
-0.02305,-0.015166,0.015058,0.021956,0.009801,-0.000711,-0.033891,0.022613,0.013415,0.011115
-0.01878,-0.018123,0.016372,0.023599,0.009144,-0.003011,-0.029292,0.017357,0.015715,0.045938
-0.010567,-0.013852,0.014072,0.020314,0.015386,-0.002354,-0.028635,0.020642,0.031483,0.004545
-0.003011,-0.010567,0.012758,0.020642,0.00783,0.004545,-0.028964,0.021628,0.019657,0.025242
-0.005639,-0.008267,0.012101,0.020642,0.012758,-0.005639,-0.030278,0.026884,0.040682,0.033783
-0.003668,-0.005639,0.011772,0.023599,0.009801,-0.00531,-0.030606,0.022942,0.072548,0.026884
-0.003668,-0.010895,0.015058,0.021299,0.006516,-0.005639,-0.030935,0.014729,0.030826,0.03444
-0.008924,-0.012209,0.014072,0.023599,0.009473,-0.004982,-0.030935,0.019328,0.033126,0.036411
-0.019765,-0.010895,0.006845,0.020971,0.006188,-0.008596,-0.032249,0.023599,0.045281,0.046595
-0.003996,-0.010238,0.005859,0.017357,0.009144,-0.008267,-0.027321,0.012101,0.043967,0.049552
-0.007282,-0.010895,0.012758,0.019,0.008816,-0.006624,-0.029292,0.024585,0.051851,0.044296
-0.003996,-0.006624,0.013744,0.013744,0.011115,-0.003339,-0.028964,0.02557,0.044624,0.07879
0.005202,-0.004982,0.015715,0.022613,0.011772,-0.001368,-0.02765,0.026884,0.048566,0.065978
0.017357,-0.001368,0.015715,0.022613,0.015386,0.001917,-0.038491,0.02787,0.054151,0.064992
0.019657,0.001588,0.0167,0.020642,0.011115,0.001588,-0.024693,0.029184,0.02787,0.044624
0.007502,-0.004982,0.016043,0.021299,0.014401,0.00126,-0.029292,0.026556,0.064664,0.037068
0.001588,-0.009253,0.014729,0.014729,0.015058,0.002902,-0.026664,0.028855,0.037397,0.070905
0.000931,-0.009581,0.012429,0.026884,0.015386,-0.004325,-0.024364,0.029184,0.029841,0.041996
0.002902,-0.008267,0.013744,0.025242,0.014729,0.006516,-0.029621,0.028198,0.027541,0.039368
0.000931,-0.008267,0.014729,0.024256,0.013415,-0.002025,-0.026335,0.026884,0.016043,0.042324
-0.00104,-0.008267,0.008487,0.026227,0.012101,-0.004325,-0.029292,0.024256,0.056779,0.033783
0.00126,-0.009253,0.024585,0.030169,0.002245,-0.003011,-0.028964,0.027213,0.029184,0.038711
0.003231,-0.00761,0.023599,0.030826,0.013086,-0.004325,-0.027978,0.023928,0.028855,0.026884
0.011115,-0.008924,0.020971,0.028198,0.006188,-5.4e-05,-0.022722,0.025899,-0.006296,0.006845
0.002574,-0.018451,0.021628,0.024585,0.009801,0.001917,-0.028635,0.022613,-0.010567,0.009801
-0.002682,-0.005967,0.024913,0.017357,0.012429,0.001917,-0.02765,0.024913,-0.013852,0.015715
-0.001368,-0.009253,0.023599,0.030169,0.013744,0.004874,-0.027978,0.024913,-0.005967,0.013744
-0.00104,-0.010567,0.020642,0.023599,0.013415,0.010787,-0.02305,0.025242,-0.015494,0.001588
-0.017137,-0.010238,0.015715,0.025242,0.014401,0.009473,-0.029949,0.028198,-0.003339,0.003231
-0.005967,-0.006624,0.015386,0.02787,0.010787,0.009473,-0.025021,0.029512,-0.020094,0.001588
-0.010238,-0.00991,0.019657,0.032797,0.009801,0.009144,-0.027978,0.028527,-0.003668,-0.023379
-0.00531,-0.006953,0.015715,0.024585,0.012101,0.009144,-0.030606,0.027541,-0.00104,0.004545
-0.001697,-0.006953,0.019985,0.026556,0.014401,0.006845,-0.029292,0.023599,-0.012538,0.000931
-0.003339,-0.006953,0.01013,0.027541,0.014072,0.00783,-0.031263,0.024256,0.005859,0.006516
-0.008267,-0.015166,0.024256,0.024585,0.012101,0.010787,-0.029621,0.022942,-0.013523,0.010787
-0.010238,-0.015166,0.021956,0.025242,0.005859,0.011115,-0.029621,0.024913,0.023928,-0.008924
-0.013523,-0.015166,0.019657,0.026227,-0.004653,0.011115,-0.029621,0.024256,0.015715,0.020314
-0.009581,-0.013195,0.020314,0.02557,0.00126,0.004545,-0.028307,0.02557,0.014729,0.015386
-0.004325,-0.005639,0.021628,0.026556,0.003231,0.013086,-0.027321,0.021956,0.00783,0.011115
-0.004653,-0.016151,0.027541,0.022285,0.006516,0.011115,-0.028307,0.023599,-0.005967,0.025242
-0.002682,-0.007282,0.017029,0.02327,0.007502,0.009144,-0.029292,0.020971,0.030826,0.036083
-0.002025,-0.006953,0.019,0.025242,-0.003339,0.008487,-0.031263,0.019657,0.03214,0.028198
0.005531,-0.007282,0.018014,0.020642,0.003231,0.007173,-0.037505,0.019657,0.021956,0.042324
-0.004653,-0.004653,0.017357,0.021956,0.001588,0.001917,-0.035205,0.028855,0.042981,0.050537
-0.002025,-0.00761,0.024913,0.021299,0.000274,-0.002682,-0.032249,0.018343,0.023928,0.082403
-0.00531,-0.007282,0.02327,0.015058,-0.00531,-0.005639,-0.033234,0.018343,0.035097,0.053494
-0.008267,-0.00991,0.021299,0.022942,-0.002025,-0.013523,-0.033891,0.020642,0.041339,0.054151
